Year;Occasion;Word;Option1;Option2;Option3;Option4;Option5;CorrectAnswer
2009;2;vanmäktig;orättvis;egenkär;maktlös;ogenomtänkt;överlägsen;maktlös
2009;2;gnejs;hög kulle;varm källa;jordlager;smågrus;bergart;bergart
2009;2;kontaminerad;befruktad;förorenad;förbjuden;oavbruten;undersökt;förorenad
2009;2;generera;fånga upp;höja värdet på;ge upphov till;försöka sig på;oroa sig för;ge upphov till
2009;2;kondens;avkylning;imma;förtätning;skum;gasbildning;imma
2009;2;entreprenör;beställare;ekonomiansvarig;initiativrik företagare;tillfälligt anställd;rådgivare;initiativrik företagare
2009;2;valhänt;fumlig;generös;händig;snabb;slarvig;fumlig
2009;2;dispenser;behållare;dragplåster;provexemplar;utbyggnad;omslag;behållare
2009;2;stas;blodstockning;övervikt;synrubbning;hjärtklappning;njursvikt;blodstockning
2009;2;farsi;språk;religion;krydda;ädelsten;blomma;språk
2009;2;underhand;inofficiellt;hjälpsamt;olagligt;plötsligt;ödmjukt;inofficiellt
2009;2;espadrill;rytminstrument;amulett;håruppsättning;sångteknik;sandal;sandal
2009;2;friska upp;muntra upp;göra aktuell;förstärka;inspirera;snygga till;göra aktuell
2009;2;tillfyllest;generöst;nätt och jämnt;tillräckligt;rimligt;måttligt;tillräckligt
2009;2;sisu;lust och intresse;uthållighet och kampvilja;glädje och livfullhet;trohet och lojalitet;humor och värme;uthållighet och kampvilja
2009;2;karens;uppsägning;strafflängd;inskolning;isolering;väntetid;väntetid
2009;2;skrodera;skryta;ogilla;skrämma;föra oväsen;berömma;skryta
2009;2;halsstarrig;envis;berusad;egoistisk;sjuklig;komisk;envis
2009;2;letargi;håglöshet;överflöd;slump;visdom;klagomål;håglöshet
2009;2;gå på i ullstrumporna;handla i god tro;göra bort sig;vara omodern;smita undan ansvar;inte låta sig hejdas;inte låta sig hejdas
2009;2;kvantifiera;jämföra data;utvärdera;ange i siffror;minska;välja ut fakta;ange i siffror
2009;2;pålaga;överskott;böter;löneökning;förlust;skattebörda;skattebörda
2009;2;oförställd;uppriktig;orimlig;självständig;ovetande;oskyldig;uppriktig
2009;2;scripta;domstolssekreterare;arkivarie;reklamskribent;journalist;inspelningsassistent;inspelningsassistent
2009;2;förekomma;hinna före;gå förlorad;anvisa;förvarna;känna på sig;hinna före
2009;2;undfallande;omoralisk;rädd;diskret;opålitlig;eftergiven;eftergiven
2009;2;diskrepans;skillnad;oförskämdhet;osäkerhet;missljud;försämring;skillnad
2009;2;infrastruktur;mönster för demokratiskt statsskick;princip för rättvis fördelning av resurser;konkurrensneutralitet inom en sektor i näringslivet;samarbetsform vid upphandling av varor och tjänster;ekonomiskt bassystem som är grunden för att ett land ska fungera PROVET ÄR SLUT. FINNS TID ÖVER, –4– KONTROLLERA DINA SVAR.;ekonomiskt bassystem som är grunden för att ett land ska fungera PROVET ÄR SLUT. FINNS TID ÖVER, –4– KONTROLLERA DINA SVAR.
2010;2;kvalmig;torr och dammig;mörk och dyster;trög och seg;varm och fuktig;grå och smutsig;varm och fuktig
2010;2;bifalla;övertala;godkänna;avtacka;berömma;rösta ned;godkänna
2010;2;skenbar;som inte går att föreställa sig;svår att urskilja;som inte går att missa;svår att beskriva;som inte är vad det tycks vara;som inte är vad det tycks vara
2010;2;kulvert;gatunät;inhägnat område;underjordisk tunnel;militärt förråd;rörpostsystem;underjordisk tunnel
2010;2;ortodox;gammalmodig;bildad;fullkomlig;renlärig;inskränkt;renlärig
2010;2;anspela på;lita på;ta efter;syfta på;utgå ifrån;flirta med;syfta på
2010;2;stuva;spara;rensa;slå in;packa;sortera;packa
2010;2;kliché;insmickrande beröm;kvickt svar;ironisk humor;liknelse;banalt uttryck;banalt uttryck
2010;2;feodalism;kollektivt ägande;uppodling av mark;orättvis bestraffning;hierarkiskt samhällssystem;medeltida trosuppfattning;hierarkiskt samhällssystem
2010;2;visualisera;iaktta;undersöka;vägleda;skymta;åskådliggöra;åskådliggöra
2010;2;motorisk;självgående;som avser rörelse;effektiv;som avser kraft;målmedveten;som avser rörelse
2010;2;så split;odla ett intresse;dela på;skapa oenighet;skälla ut;släta över;skapa oenighet
2010;2;attribut;tillbehör;möjlighet;intryck;innehåll;hyllning;tillbehör
2010;2;tillskansa sig;ta sig samman;göra sig till;försvara sig;lägga beslag på;stänga in sig;lägga beslag på
2010;2;hemoglobin;färgämne i blodet;hormon i blodet;blodersättning;blodtrycksmedicin;blodsocker;färgämne i blodet
2010;2;meänkieli;minoritetsspråk;sångstil;jaktform;folkdans;naturskyddsområde;minoritetsspråk
2010;2;ömsom;inbördes;gemensam;såväl som;genomgående;växelvis;växelvis
2010;2;klematis;vändpunkt;klängväxt;hälsokostpreparat;infektionssjukdom;uppenbarelse;klängväxt
2010;2;stenografi;radiomeddelande;mineralförteckning;bullermätning;åldersbestämning;snabbskrift;snabbskrift
2010;2;häda;reta;skymfa;skada;straffa;lura;skymfa
2010;2;oförblommerat;inställsamt;rakt på sak;oanständigt;med viss tvekan;oskickligt;rakt på sak
2010;2;plausibel;trolig;viktig;skonsam;smidig;rättvis;trolig
2010;2;artrit;ädelsten;kurvdiagram;kyrkorum;molnformation;ledinflammation;ledinflammation
2010;2;hävda sig;klara sig bra;bestämma sig;finna sig till rätta;hämta krafter;vara stolt;klara sig bra
2010;2;ode;versmått;samlingsvolym;saga;hyllningsdikt;skådespel;hyllningsdikt
2010;2;otillbörligt;oväntat;overkligt;olämpligt;osäkert;oåtkomligt;olämpligt
2010;2;copywriter;reklamskribent;talskrivare;översättare;medförfattare;domstolssekreterare;reklamskribent
2010;2;vantrogen;skeptisk;oförnuftig;obeslutsam;oförskämd;besvärlig;skeptisk
2010;2;bräm;öppning;kant;lutning;topp;lucka;kant
2010;2;rojalistisk;kungatrogen;av hög börd;högfärdig;konservativ;förnäm;kungatrogen
2010;2;värdeladdning;utmanande handling;känslomässig betydelse;dramatisk vändning;farlig situation;uppskattad handling;känslomässig betydelse
2010;2;empirisk;sammanfattande;långtidsverkande;förutsättningslös;erfarenhetsbaserad;betydelsefull;erfarenhetsbaserad
2010;2;kontrahent;part i avtal;stor landmassa;oavbrutet sammanhang;bidragslämnare;truppavdelning;part i avtal
2010;2;inpass;kallelse;replik;löfte;önskemål;förslag;replik
2010;2;komma på obestånd;hamna utanför;få dålig ekonomi;förlora sin ställning;bli vräkt;bli ovän med någon;få dålig ekonomi
2010;2;antropologi;läran om människan;läran om spindeldjur;läran om samspelet i naturen;läran om bergarter;läran om åldrandet;läran om människan
2010;2;potentat;domare;pamp;sponsor;politiker;svindlare;pamp
2010;2;varsebli;uppfatta med sinnena;förhålla sig avvaktande;bli förvirrad;få en förvarning;bilda sig en åsikt;uppfatta med sinnena
2010;2;disputation;orättvis behandling;noggrann förteckning;försvar av en avhandling;fördelning av uppgifter;brist på överensstämmelse;försvar av en avhandling
2010;2;självutplåning;det att lämna ut sig själv;det att känna sig övergiven;det att ta på sig skulden;det att tycka synd om sig själv;det att undertrycka sina egna behov PROVET ÄR SLUT. FINNS TID ÖVER, –4– KONTROLLERA DINA SVAR.;det att undertrycka sina egna behov PROVET ÄR SLUT. FINNS TID ÖVER, –4– KONTROLLERA DINA SVAR.
2000;2;baxna;somna;kikna;blekna;domna;häpna;häpna
2000;2;session;uppgörelse;ordningsföljd;dröjsmål;ärendelista;sammanträde;sammanträde
2000;2;bluddra;prata strunt;sätta sig på tvären;ständigt upprepa;föra bakom ljuset;göra sig till åtlöje;prata strunt
2000;2;lättsinnig;ångerfull;snabbtänkt;hetsig;ansvarslös;gråtmild;ansvarslös
2000;2;jämka;tillägga;anpassa;utplåna;beräkna;avlägsna;anpassa 
2000;2;diskretion;tankspriddhet;lydnad;taktfullhet;nyfikenhet;tålamod;taktfullhet
2000;2;blessyr;ridsport;skämt;sår;strid;smicker;sår
2000;2;illusorisk;sannolik;oberäknelig;tillfällig;upplysande;skenbar;skenbar
2000;2;het potatis;fräckt och utmanande påstående;överilat beslut;intensiv och hetsig debatt;grundlöst rykte;brännbar och känslig fråga;brännbar och känslig fråga
2000;2;försigkommen;bäst i sitt slag;för tidigt död;tidig för sin ålder;ständigt pågående;snabbt övergående;tidig för sin ålder
2000;2;halvmesyr;moraliskt förfall;växlande molnighet;sparsam belysning;i otillracklig åtgärd;mild tillrattavisning;i otillracklig åtgärd
2000;2;dabba sig;upprepa sig;tappa fattningen;underskatta sig själv;begå ett misstag;anklaga sig själv;begå ett misstag
2000;2;mangrant;giltigt;tillfälligt;plötsligt;fulltaligt;inräknat;fulltaligt
2000;2;homogen;enformig;entydig;enskild;ensidig;enhetlig;enhetlig
2000;2;föreskriva;inge falska förhoppningar om;göra sig en bild av;geen första antydan om;fungera som ombud för;utfärda bestämmelse om;utfärda bestämmelse om
2000;2;riska;gras;buske;svamp;blomma;lav;svamp
2000;2;varnagel;avskräckande exempel;onödig misstanke;skamligt förslag;motvilligt erkännande;felaktig föreställning;avskräckande exempel
2000;2;genus;stor begåvning;ärftligt anlag;ond ande;socialt kön;berömd person;socialt kön
2000;2;överstånden;övergiven;avklarad;överdriven;avbruten;överbliven;avklarad
2000;2;prillig;barnslig;förälskad;småtokig;ivrig;gladlynt;småtokig
2000;2;allmoge;handelsmän;adel;bondebefolkning;präster;ämbetsmän;bondebefolkning
2000;2;föranstalta;ändra uppfattning;vidta åtgärder;väcka intresse;visa hänsyn;skapa debatt;vidta åtgärder
2000;2;törnrosasömn;oro;ångest;passivitet;extas;skam;passivitet
2000;2;narcissism;stark dödslängtan;förälskelse i det egna jaget;storhetsvansinne;oro för den egna hälsan;stark modersbindning;förälskelse i det egna jaget
2000;2;anmodan;avslag;hänvisning;uppmaning;bekräftelse;förfrågan;uppmaning
2000;2;kverulera;avsiktligt bedra;hota;ofta utebli;ropa;ständigt klaga;ständigt klaga
2000;2;salvelsefull;påfluget närgången;starkt avståndstagande;onödigt försiktig;överdrivet känslosam;fullstandigt hänsynslös;överdrivet känslosam
2000;2;konformitet;likformighet;uppgörelse;sammanblandning;förtroende;stadga;likformighet
2000;2;implikation;tillfällig lösning;grov förolämpning;logisk följd;onormalt tillstånd;onödigt besvär;logisk följd
2000;2;övervara;slå vakt om;komma över;tynga ned;gå bort;närvara vid;närvara vid
2000;2;utan misskund;utan nåd;utan avbrott;utan tillstånd;utan brådska;utan slut;utan nåd
2000;2;pietet;vördnad;ängslan;värme;lydnad;tröst;vördnad
2000;2;raljant;alltför slösaktig;ironiskt skämtsam;starkt självupptagen;erotiskt utsvävande;överdrivet artig;ironiskt skämtsam
2000;2;domesticera;förutsäga;tämja;flytta;betjäna;undervisa;tämja
2000;2;baldakin;pelargång;liten scen;läktarbås;täckt båt;takhimmel;takhimmel
2000;2;geriatrik;läran om ögat och dess sjukdomar;läran om hjärt- och kärlsjukdomar;läran om barnsjukdomar;läran om nerver och nervsjukdomar;läran om åldrandets sjukdomar;läran om åldrandets sjukdomar1979;1;armod;tapperhet;modlöshet;fattigdom;illvilja;fromhet;fattigdom
1979;1;ingress;förebild;förberedelse;avbrott;inblandning;inledning;inledning
1979;1;beklämd;bunden;skakad;överlastad;hänsynslös;nedstämd;nedstämd
1979;1;astigmatism;talfel;synfel;hjärtfel;blodsjukdom;hudsjukdom;synfel
1979;1;revidera;avvärja;granska;förhandla;återfå;återställa;granska
1979;1;autentisk;erfaren;tillförlitlig;fullständig;välunderrättad;betydande;tillförlitlig
1979;1;konfession;beslag;förbund;intrång;godkännande;bekännelse;bekännelse
1979;1;driftig;äventyrlig;framfusig;företagsam;lössläppt;inställsam;företagsam
1979;1;migration;flyttning;tudelning;förminskning;omställning;utbrytning;flyttning
1979;1;koncis;värdefull;osäker;underlig;kortfattad;tillspetsad;kortfattad
1979;1;talja;kabelrulle;torkställning;lyftanordning;fläktapparat;måttsticka;lyftanordning
1979;1;kurativ;läkande;lönande;grundläggande;bestraffande;förnedrande;läkande
1979;1;vansklig;besvärlig;fåfäng;försiktig;oförnuftig;eländig;besvärlig
1979;1;expropriera;utföra;bannlysa;utnyttja;belysa;tvångsinlösa;tvångsinlösa
1979;1;klausul;lagbok;översikt;förbehåll;redogörelse;dagordning;förbehåll
1979;1;urbota;försonlig;ohjälplig;sedvanlig;återställd;gammal;ohjälplig
1979;1;antagonism;förutsättning;motsättning;ohederlighet;misslyckande;frånvaro;motsättning
1979;1;mjärde;fiskeredskap;kartställ;utställningsskåp;skjutvapen;vägbeläggning;fiskeredskap
1979;1;förstulen;förstående;farlig;drömmande;hemlighetsfull;stum;hemlighetsfull
1979;1;segregera;åtskilja;avlagra;avsluta;anlita;fräta;åtskilja
1979;1;pur;dov;trist;rosig;glad;ren;ren
1979;1;estimera;anlägga;fördröja;utträda;återbetala;värdera;värdera
1979;1;vederhäftig;pålitlig;motstridig;allvarlig;hämndlysten;upprörd;pålitlig
1979;1;substitut;inrättning;avspärrning;ersättning;åtagande;avgörande;ersättning
1979;1;tillmäta;tillsända;tillgodose;tillerkänna;tillåta;tillföra;tillerkänna
1979;1;besticka;irritera;överdriva;uppskjuta;såra;muta;muta
1979;1;adept;släkting;delägare;vän;lärjunge;fånge;lärjunge
1979;1;arkipelag;fornfynd;byggnadskonst;ögrupp;polaris;havsbotten;ögrupp
1979;1;retorik;storsinthet;smakfullhet;vältalighet;uthållighet;avhållsamhet;vältalighet
1979;1;favör;bedrift;måtta;förmån;avsikt;samtycke;förmån
1979;2;eftergiven;foglig;försenad;retfull;tanklös;ouppmärksam;foglig
1979;2;visavi;utmed;bortom;förutom;inför;gentemot;gentemot
1979;2;karotin;kokkärl;färgämne;ädelsten;konserveringsmedel;tryckform;färgämne
1979;2;uppsåt;framsteg;illdåd;kännedom;avsikt;förbättring;avsikt
1979;2;arrogant;sträng;kritisk;överlägsen;retlig;näsvis;överlägsen
1979;2;hierarki;penningvälde;envälde;folkstyre;rangordning;befordran;rangordning
1979;2;refusera;förkasta;omskapa;utgiva;indraga;minska;förkasta
1979;2;kretong;matservis;sittmöbel;växtfärg;bomullstyg;hårprydnad;bomullstyg
1979;2;fluktuera;flyta;förvandla;växla;signalera;utjämna;växla
1979;2;stringens;följdriktighet;ståndaktighet;trovärdighet;avhållsamhet;anspråksfullhet;följdriktighet
1979;2;tilltagsen;bråkig;djärv;flitig;egensinnig;hämndlysten;djärv
1979;2;bäring;vikt;rymlighet;hastighet;längd;riktning;riktning
1979;2;nominera;tillkännage;föreslå;nybilda;anteckna;bevisa;föreslå
1979;2;essentiell;uppskattad;väsentlig;banbrytande;överraskande;smakfull;väsentlig
1979;2;petition;begäran;godkännande;avslag;utmätning;översyn;begäran
1979;2;förläna;låna;beskatta;avbilda;skänka;överge;skänka
1979;2;schablon;motdrag;timplan;anslag;utdrag;mall;mall
1979;2;oförtruten;tystlåten;ohövlig;trägen;förargad;utmattad;trägen
1979;2;fördra;besinna;avhjälpa;uppskjuta;instämma;uthärda;uthärda
1979;2;rekvisita;föreskrift;skadestånd;huvudinnehåll;försändelse;tillbehör;tillbehör
1979;2;paradoxal;förmodad;fördelaktig;likartad;motsägelsefull;övertygande;motsägelsefull
1979;2;nisch;spricka;fördjupning;lagerhylla;myntsort;gardinstång;fördjupning
1979;2;dedicera;förgöra;avgöra;tillägna;härleda;avböja;tillägna
1979;2;otidig;oerfaren;tidlös;framtida;oförskämd;föråldrad;oförskämd
1979;2;matrikel;mönster;levnadsregel;namnförteckning;handbok;bokkatalog;namnförteckning
1979;2;oavlåtlig;missnöjd;frimodig;pålitlig;misslyckad;fortlöpande;fortlöpande
1979;2;raljera;fantisera;härma;skämta;smita;fäkta;skämta
1979;2;stävja;skydda;hindra;beskylla;utföra;avstå;hindra
1979;2;frenesi;ursinne;förbittring;upprymdhet;noggrannhet;förslagenhet;ursinne
1979;2;genmäla;svara;ersätta;motbevisa;angiva;motarbeta;svara
